 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3,Area4,Mean4,Min4,Max4,Area5,Mean5,Min5,Max5
1,33152,19.859073639,14,35,5056,27.949367523,16,49,9856,25.941558838,15,58,16384,31.957031250,14,152,41664,30.508447647,16,187
2,33152,19.949806213,13,38,5056,27.582279205,16,52,9856,25.857143402,16,60,16384,32.031250000,14,161,41664,30.643625259,15,190
3,33152,20.129343033,14,35,5056,27.075948715,16,52,9856,25.448051453,16,58,16384,32.089843750,13,160,41664,30.565284729,15,177
4,33152,19.947875977,13,38,5056,27.202531815,17,49,9856,25.629869461,15,62,16384,31.886718750,14,150,41664,30.520736694,16,182
5,33152,20.073358536,13,37,5056,27.835443497,17,53,9856,25.629869461,15,60,16384,31.992187500,15,156,41664,30.479263306,15,174
6,33152,20.042470932,14,41,5056,27.620252609,15,54,9856,25.233766556,15,57,16384,32.046875000,13,159,41664,30.763441086,16,178
7,33152,19.907335281,13,39,5056,27.822784424,17,62,9856,25.714284897,16,69,16384,32.265625000,14,156,41664,30.339477539,16,185
8,33152,19.963319778,14,40,5056,27.392404556,18,56,9856,25.902597427,16,60,16384,32.250000000,15,161,41664,30.600614548,15,188
9,33152,19.998069763,12,41,5056,26.974683762,16,47,9856,25.525974274,16,56,16384,32.253906250,16,158,41664,30.516128540,15,178
10,33152,20.030887604,14,42,5056,27.329113007,16,59,9856,25.792207718,15,61,16384,32.117187500,15,161,41664,30.327188492,14,188
11,33152,19.886100769,14,40,5056,27.291139603,17,48,9856,25.519479752,16,54,16384,32.277343750,15,156,41664,30.654376984,15,176
12,33152,20.075288773,14,45,5056,27.708860397,17,64,9856,25.779220581,15,65,16384,32.296875000,13,150,41664,30.557603836,14,178
13,33152,19.924711227,13,37,5056,27.075948715,17,44,9856,25.603895187,17,63,16384,32.585937500,15,150,41664,30.430107117,15,182
14,33152,20.036680222,13,38,5056,27.278480530,18,53,9856,25.883117676,16,60,16384,33.160156250,13,156,41664,30.506912231,15,178
15,33152,19.909265518,13,38,5056,27.177215576,16,58,9856,25.506492615,14,58,16384,32.894531250,15,156,41664,30.388633728,16,185
16,33152,20.003860474,13,35,5056,27.316455841,16,57,9856,25.974025726,15,63,16384,32.878906250,13,149,41664,30.491552353,15,187
17,33152,19.971042633,14,39,5056,27.582279205,15,61,9856,25.532466888,16,61,16384,33.273437500,15,158,41664,30.708141327,14,189
18,33152,20.034749985,14,39,5056,27.367088318,16,57,9856,25.538961411,16,64,16384,32.925781250,16,166,41664,30.526882172,15,181
19,33152,19.998069763,14,40,5056,27.873416901,16,57,9856,25.487012863,16,61,16384,32.894531250,13,159,41664,30.365591049,15,189
20,33152,19.905405045,12,45,5056,27.645568848,16,58,9856,25.461038589,15,56,16384,32.480468750,14,168,41664,30.588325500,16,180
21,33152,19.916988373,13,45,5056,26.721519470,16,58,9856,25.467533112,15,63,16384,32.503906250,15,159,41664,30.331796646,15,177
22,33152,19.971042633,13,35,5056,27.240507126,18,54,9856,25.720779419,15,60,16384,32.652343750,15,155,41664,30.577573776,15,183
23,33152,20.027027130,14,39,5056,27.063291550,16,60,9856,25.512987137,14,64,16384,32.546875000,13,158,41664,30.380952835,14,183
24,33152,19.996139526,13,38,5056,27.620252609,17,56,9856,25.584415436,15,63,16384,32.589843750,16,153,41664,30.313364029,15,181
25,33152,19.972972870,13,35,5056,27.594936371,17,56,9856,25.681818008,16,61,16384,32.085937500,13,155,41664,30.488479614,16,186
26,33152,19.862934113,13,38,5056,27.898735046,18,55,9856,25.935064316,15,67,16384,32.300781250,15,147,41664,30.514593124,15,186
27,33152,19.818532944,14,38,5056,27.177215576,17,59,9856,25.967533112,16,60,16384,32.261718750,14,156,41664,30.520736694,14,183
28,33152,19.916988373,14,36,5056,27.784811020,18,54,9856,25.961038589,16,64,16384,32.187500000,14,159,41664,30.414747238,15,177
29,33152,20.027027130,13,40,5056,27.063291550,17,56,9856,25.772727966,17,59,16384,32.382812500,15,151,41664,30.445468903,14,177
30,33152,20.003860474,13,44,5056,27.759492874,17,53,9856,26.000000000,14,55,16384,32.406250000,15,154,41664,30.500768661,16,175
31,33152,19.878377914,13,41,5056,27.544303894,16,55,9856,25.922077179,16,58,16384,32.332031250,15,156,41664,30.155145645,15,185
32,33152,19.824323654,13,39,5056,27.367088318,16,59,9856,25.474025726,16,60,16384,32.324218750,14,157,41664,30.450077057,14,187
33,33152,19.868726730,13,42,5056,27.151899338,17,55,9856,25.396104813,14,56,16384,32.066406250,15,156,41664,30.296466827,15,173
34,33152,19.953668594,14,40,5056,27.455696106,17,62,9856,25.688312531,14,65,16384,32.019531250,13,164,41664,30.450077057,14,188
35,33152,20.133205414,12,44,5056,27.632911682,18,65,9856,25.876623154,16,61,16384,31.851562500,14,150,41664,30.450077057,15,185
36,33152,19.926641464,13,41,5056,26.848100662,17,58,9856,25.870130539,15,60,16384,32.132812500,14,163,41664,30.373271942,15,177
37,33152,19.974903107,13,41,5056,27.253164291,17,59,9856,25.642856598,14,66,16384,31.839843750,14,149,41664,30.387096405,16,181
38,33152,19.988416672,13,39,5056,27.645568848,18,57,9856,25.519479752,16,60,16384,31.800781250,14,155,41664,30.436252594,15,178
39,33152,19.924711227,13,39,5056,27.215188980,18,55,9856,25.915584564,16,62,16384,32.136718750,15,157,41664,30.301074982,14,180
40,33152,19.874517441,14,32,5056,27.151899338,17,57,9856,25.636363983,16,61,16384,32.046875000,16,157,41664,30.471582413,15,182
41,33152,19.992277145,13,41,5056,27.202531815,17,52,9856,25.357143402,15,59,16384,31.812500000,15,169,41664,30.353302002,14,192
42,33152,19.762548447,13,41,5056,27.860759735,17,59,9856,25.214284897,16,57,16384,31.539062500,14,156,41664,30.405529022,15,179
43,33152,19.872587204,13,42,5056,26.784811020,16,55,9856,25.383117676,15,62,16384,32.050781250,16,154,41664,30.294931412,16,183
44,33152,19.814672470,13,42,5056,27.050632477,16,56,9856,25.603895187,15,61,16384,32.835937500,12,151,41664,30.423963547,15,181
45,33152,19.745174408,13,39,5056,26.810127258,18,53,9856,25.649351120,16,55,16384,32.363281250,15,152,41664,30.482334137,15,182
46,33152,19.857143402,14,39,5056,27.455696106,16,54,9856,25.655843735,15,55,16384,32.792968750,13,153,41664,30.285715103,15,182
47,33152,19.803089142,14,35,5056,27.278480530,16,57,9856,25.149351120,15,63,16384,32.871093750,16,163,41664,30.264209747,15,178
48,33152,19.986486435,13,40,5056,27.392404556,17,57,9856,25.500000000,16,61,16384,32.507812500,13,158,41664,30.448541641,14,187
49,33152,19.816602707,13,35,5056,27.329113007,16,60,9856,25.623376846,15,58,16384,32.550781250,15,145,41664,30.273426056,16,174
50,33152,19.965250015,13,35,5056,27.379747391,17,51,9856,25.493507385,17,59,16384,32.617187500,13,161,41664,30.308755875,16,179
51,33152,19.756755829,13,38,5056,27.050632477,17,57,9856,25.688312531,15,64,16384,32.324218750,15,156,41664,30.270353317,13,183
52,33152,19.862934113,13,39,5056,27.518987656,17,62,9856,25.642856598,15,57,16384,32.441406250,16,161,41664,30.159753799,15,178
53,33152,19.918918610,13,37,5056,27.139240265,16,57,9856,25.428571701,14,63,16384,32.375000000,14,162,41664,30.115207672,15,184
54,33152,19.822393417,13,33,5056,27.164556503,15,55,9856,25.441558838,16,63,16384,31.960937500,13,153,41664,30.336404800,14,179
55,33152,19.845560074,13,40,5056,27.341772079,17,53,9856,25.662338257,16,63,16384,32.089843750,16,159,41664,30.278034210,13,183
56,33152,19.822393417,13,42,5056,26.835443497,16,58,9856,25.474025726,16,59,16384,32.289062500,14,158,41664,30.324117661,15,181
57,33152,19.837837219,13,35,5056,27.037975311,17,59,9856,25.779220581,16,54,16384,32.394531250,15,166,41664,30.245775223,15,181
58,33152,19.866794586,13,34,5056,27.392404556,16,55,9856,25.610389709,16,63,16384,32.101562500,11,146,41664,30.354839325,15,187
59,33152,19.830116272,14,38,5056,27.265823364,16,60,9856,25.837661743,16,60,16384,32.226562500,16,158,41664,30.118280411,15,177
60,33152,19.918918610,14,43,5056,26.860759735,17,56,9856,25.753246307,17,63,16384,31.828125000,15,153,41664,30.278034210,14,187
61,33152,19.891891479,13,42,5056,27.316455841,16,54,9856,25.292207718,15,59,16384,32.000000000,14,161,41664,30.301074982,15,177
62,33152,19.698841095,12,40,5056,26.962024689,15,51,9856,25.772727966,16,59,16384,31.992187500,14,158,41664,30.433179855,15,181
63,33152,19.915058136,14,41,5056,27.202531815,16,53,9856,25.688312531,16,60,16384,32.148437500,15,158,41664,30.254991531,15,184
64,33152,19.940155029,13,38,5056,27.000000000,17,53,9856,25.506492615,16,57,16384,32.136718750,15,149,41664,30.305683136,16,182
65,33152,19.779922485,13,39,5056,27.139240265,17,58,9856,25.448051453,15,58,16384,31.898437500,15,149,41664,30.321044922,14,178
66,33152,19.776062012,14,34,5056,27.936708450,17,56,9856,25.428571701,16,56,16384,31.882812500,14,156,41664,30.382488251,15,181
67,33152,19.886100769,14,35,5056,27.189872742,18,60,9856,25.564935684,16,56,16384,32.527343750,15,150,41664,30.291858673,15,176
68,33152,19.861003876,14,45,5056,27.354431152,17,47,9856,25.428571701,15,57,16384,32.980468750,13,146,41664,30.348693848,15,174
69,33152,19.851350784,14,40,5056,27.518987656,15,56,9856,25.857143402,15,59,16384,32.632812500,16,154,41664,30.224269867,14,175
70,33152,19.861003876,13,42,5056,27.696203232,17,55,9856,25.538961411,15,60,16384,32.734375000,15,152,41664,30.302612305,16,183
71,33152,19.934362411,13,43,5056,27.531644821,17,54,9856,25.714284897,16,58,16384,32.359375000,15,150,41664,30.115207672,13,181
72,33152,19.882240295,14,39,5056,27.797468185,16,53,9856,25.818181992,16,57,16384,32.816406250,15,153,41664,30.259599686,15,179
73,33152,20.108108521,13,42,5056,28.025316238,16,51,9856,25.733766556,14,61,16384,32.628906250,12,150,41664,30.396312714,15,176
74,33152,19.918918610,14,38,5056,27.632911682,16,60,9856,25.818181992,15,59,16384,32.417968750,15,154,41664,30.139785767,15,175
75,33152,19.859073639,13,39,5056,27.645568848,18,55,9856,25.668830872,17,59,16384,32.621093750,16,158,41664,30.205837250,15,177
76,33152,19.969112396,13,40,5056,26.962024689,15,60,9856,25.519479752,15,62,16384,32.257812500,12,159,41664,30.477725983,14,181
77,33152,19.965250015,13,36,5056,26.696203232,17,51,9856,25.649351120,15,59,16384,32.125000000,15,154,41664,30.331796646,15,178
78,33152,19.969112396,14,41,5056,26.810127258,16,57,9856,25.435064316,14,53,16384,32.183593750,14,145,41664,30.496160507,15,184
79,33152,19.909265518,13,33,5056,27.481012344,18,59,9856,25.525974274,16,63,16384,31.925781250,15,158,41664,30.463901520,16,178
80,33152,19.799228668,13,37,5056,26.721519470,17,55,9856,25.889610291,16,61,16384,32.203125000,17,150,41664,30.448541641,14,174
81,33152,19.718147278,13,41,5056,27.189872742,17,58,9856,25.590909958,14,63,16384,32.019531250,13,156,41664,30.224269867,14,176
82,33152,19.920848846,13,39,5056,27.164556503,17,61,9856,25.272727966,16,57,16384,31.964843750,15,161,41664,30.254991531,15,175
83,33152,19.826253891,13,37,5056,27.240507126,17,58,9856,25.688312531,15,58,16384,32.136718750,14,155,41664,30.241167068,15,180
84,33152,20.030887604,14,37,5056,27.455696106,18,52,9856,25.500000000,16,61,16384,32.285156250,14,150,41664,30.066051483,15,183
85,33152,20.028957367,13,43,5056,27.291139603,17,57,9856,25.188312531,15,59,16384,32.652343750,14,159,41664,30.324117661,14,172
86,33152,19.660232544,13,45,5056,27.202531815,18,49,9856,25.538961411,14,64,16384,32.765625000,15,156,41664,30.308755875,15,176
87,33152,19.899614334,13,41,5056,27.088607788,16,58,9856,25.701297760,16,64,16384,32.921875000,13,162,41664,30.170507431,15,174
88,33152,19.750965118,13,41,5056,27.569620132,16,51,9856,25.071428299,16,64,16384,32.410156250,13,160,41664,30.222734451,14,175
89,33152,19.901544571,13,39,5056,27.126583099,18,54,9856,25.961038589,16,56,16384,32.890625000,14,151,41664,30.445468903,15,180
90,33152,19.762548447,13,41,5056,27.493671417,16,56,9856,25.584415436,16,61,16384,32.472656250,14,154,41664,30.294931412,16,184
91,33152,19.832046509,13,36,5056,27.835443497,17,51,9856,25.603895187,15,61,16384,32.257812500,13,154,41664,30.233486176,14,189
92,33152,19.696910858,13,37,5056,27.012659073,17,57,9856,25.857143402,16,58,16384,32.363281250,13,160,41664,30.419355392,15,174
93,33152,19.824323654,13,36,5056,27.658227921,17,56,9856,25.792207718,15,61,16384,32.410156250,15,159,41664,30.276496887,16,173
94,33152,19.768339157,12,40,5056,27.265823364,16,53,9856,26.019479752,16,59,16384,31.933593750,14,147,41664,29.941627502,16,183
95,33152,19.756755829,13,38,5056,27.860759735,17,53,9856,25.415584564,15,60,16384,31.968750000,13,154,41664,30.293394089,15,178
96,33152,19.806949615,13,43,5056,27.455696106,16,52,9856,25.435064316,15,58,16384,32.035156250,14,165,41664,30.244239807,13,178
97,33152,19.801158905,14,38,5056,27.063291550,17,51,9856,25.623376846,15,65,16384,32.058593750,15,146,41664,30.198156357,15,168
98,33152,19.781852722,13,41,5056,27.303796768,17,56,9856,25.363636017,15,57,16384,32.058593750,16,157,41664,30.127496719,14,177
99,33152,19.793436050,14,35,5056,26.924051285,16,56,9856,25.655843735,15,56,16384,31.996093750,14,142,41664,30.273426056,16,173
100,33152,19.837837219,12,35,5056,27.075948715,16,59,9856,25.227272034,16,63,16384,31.898437500,14,144,41664,30.043010712,15,174
101,33152,19.957529068,13,40,5056,27.329113007,15,51,9856,25.876623154,15,60,16384,31.472656250,14,141,41664,30.175115585,14,178
102,33152,19.776062012,13,41,5056,26.886075974,15,51,9856,25.474025726,16,63,16384,31.675781250,12,150,41664,30.190475464,16,172
103,33152,19.843629837,13,34,5056,27.177215576,17,55,9856,25.662338257,15,58,16384,31.527343750,15,152,41664,30.333333969,16,170
104,33152,19.837837219,13,40,5056,27.202531815,17,62,9856,25.902597427,16,60,16384,31.753906250,15,147,41664,30.172042847,15,174
105,33152,19.832046509,13,40,5056,27.658227921,18,57,9856,25.285715103,14,54,16384,31.769531250,15,152,41664,30.242704391,15,178
106,33152,20.017374039,14,37,5056,27.227848053,17,55,9856,25.590909958,16,60,16384,31.933593750,15,154,41664,30.230415344,15,177
107,33152,19.791505814,13,34,5056,26.936708450,17,58,9856,25.623376846,16,63,16384,31.671875000,12,153,41664,30.302612305,16,178
108,33152,19.880308151,14,35,5056,27.556962967,16,60,9856,25.175325394,16,64,16384,31.828125000,15,160,41664,30.356374741,16,182
109,33152,19.750965118,12,39,5056,26.759492874,17,56,9856,25.681818008,14,59,16384,32.476562500,13,153,41664,30.173578262,15,175
110,33152,19.805019379,14,33,5056,27.303796768,16,52,9856,25.655843735,16,60,16384,32.449218750,11,153,41664,30.227342606,14,182
111,33152,19.843629837,14,41,5056,27.341772079,17,57,9856,25.506492615,15,55,16384,32.304687500,14,158,41664,30.121351242,16,171
112,33152,19.791505814,13,39,5056,27.303796768,17,61,9856,25.584415436,16,59,16384,32.347656250,14,147,41664,30.105991364,15,175
113,33152,19.708494186,14,33,5056,27.215188980,16,59,9856,25.616882324,16,63,16384,32.046875000,12,145,41664,30.168970108,15,177
114,33152,19.687257767,13,33,5056,27.734176636,15,55,9856,25.681818008,15,59,16384,32.367187500,12,154,41664,30.245775223,16,172
115,33152,19.818532944,13,40,5056,27.392404556,17,55,9856,25.435064316,14,67,16384,32.429687500,15,155,41664,30.450077057,14,170
116,33152,20.009653091,13,41,5056,26.911392212,16,52,9856,25.389610291,16,58,16384,32.289062500,13,148,41664,30.230415344,15,176
117,33152,19.750965118,13,42,5056,27.620252609,17,55,9856,25.194805145,16,59,16384,32.214843750,14,149,41664,30.422426224,15,184
118,33152,19.756755829,13,43,5056,26.746835709,16,51,9856,25.246753693,16,58,16384,32.472656250,15,157,41664,30.078340530,15,180
119,33152,19.777992249,13,42,5056,27.367088318,17,55,9856,25.305194855,15,60,16384,32.226562500,15,151,41664,30.150537491,14,177
120,33152,19.928571701,13,34,5056,27.164556503,17,57,9856,25.324674606,16,57,16384,31.707031250,13,150,41664,30.219661713,15,182
121,33152,19.870656967,13,41,5056,27.177215576,15,53,9856,25.214284897,15,64,16384,31.785156250,15,153,41664,30.147464752,15,172
122,33152,19.779922485,13,42,5056,27.367088318,15,55,9856,25.155843735,15,58,16384,31.945312500,14,149,41664,30.198156357,14,174
123,33152,19.644786835,14,38,5056,27.417720795,16,53,9856,25.305194855,15,65,16384,31.699218750,16,146,41664,30.208909988,15,168
124,33152,19.741312027,14,38,5056,27.253164291,17,55,9856,25.000000000,16,65,16384,32.085937500,14,160,41664,30.370199203,15,169
125,33152,19.777992249,14,36,5056,27.316455841,17,52,9856,25.805194855,16,63,16384,32.070312500,16,156,41664,30.187404633,15,178
126,33152,19.994209290,14,37,5056,27.037975311,16,54,9856,25.896104813,15,64,16384,31.710937500,14,144,41664,30.195083618,15,171
127,33152,19.749034882,13,34,5056,27.151899338,16,54,9856,25.707792282,16,62,16384,31.867187500,13,153,41664,30.066051483,16,173
128,33152,19.841699600,13,38,5056,27.075948715,17,56,9856,25.519479752,16,64,16384,31.433593750,15,152,41664,30.176651001,15,177
129,33152,19.749034882,13,43,5056,27.379747391,16,56,9856,25.441558838,16,59,16384,31.484375000,14,152,41664,30.125959396,15,179
130,33152,19.857143402,13,42,5056,27.253164291,18,55,9856,25.383117676,15,61,16384,31.679687500,15,148,41664,30.136713028,15,177
131,33152,19.961389542,13,39,5056,27.772151947,17,60,9856,25.318181992,17,59,16384,31.613281250,14,150,41664,30.041475296,14,166
132,33152,19.940155029,13,40,5056,26.898735046,15,61,9856,25.662338257,16,59,16384,31.773437500,14,147,41664,30.264209747,15,172
133,33152,19.841699600,13,44,5056,27.113924026,15,64,9856,25.662338257,16,55,16384,31.867187500,14,158,41664,30.135175705,15,175
134,33152,19.884170532,13,39,5056,27.177215576,17,52,9856,25.253246307,15,56,16384,31.835937500,13,154,41664,30.376344681,14,171
135,33152,19.832046509,13,42,5056,27.379747391,17,53,9856,25.512987137,17,65,16384,31.527343750,13,147,41664,30.159753799,15,178
136,33152,19.895751953,13,43,5056,26.835443497,17,59,9856,25.714284897,16,65,16384,31.847656250,15,160,41664,30.104454041,15,184
137,33152,19.918918610,14,39,5056,27.215188980,16,53,9856,25.766233444,16,59,16384,31.707031250,16,153,41664,30.096775055,14,180
138,33152,19.876447678,13,40,5056,27.468355179,17,53,9856,25.675325394,14,62,16384,31.667968750,14,153,41664,30.149002075,16,172
139,33152,19.951738358,13,41,5056,27.468355179,16,56,9856,25.129869461,15,58,16384,31.746093750,14,147,41664,30.196620941,15,162
140,33152,19.849420547,12,45,5056,27.303796768,17,57,9856,25.532466888,15,63,16384,31.921875000,15,156,41664,30.304147720,13,184
141,33152,19.741312027,13,36,5056,27.405063629,19,57,9856,25.467533112,15,61,16384,31.750000000,15,151,41664,30.181259155,14,176
142,33152,19.957529068,14,36,5056,26.974683762,16,59,9856,25.428571701,14,60,16384,31.644531250,14,147,41664,30.210445404,15,170
143,33152,19.741312027,14,37,5056,27.088607788,18,57,9856,25.532466888,17,66,16384,31.429687500,14,143,41664,30.170507431,15,172
144,33152,19.785715103,13,40,5056,26.898735046,16,58,9856,25.110389709,15,61,16384,31.894531250,16,152,41664,30.342550278,16,180
145,33152,19.824323654,13,34,5056,27.417720795,17,53,9856,25.584415436,15,59,16384,31.523437500,15,149,41664,30.219661713,15,176
146,33152,19.633205414,13,41,5056,26.518987656,17,56,9856,25.370130539,15,61,16384,31.746093750,13,152,41664,30.032258987,14,170
147,33152,19.812742233,13,37,5056,27.101264954,17,51,9856,25.818181992,16,65,16384,31.609375000,15,153,41664,30.331796646,14,175
148,33152,19.822393417,13,42,5056,26.924051285,18,47,9856,25.441558838,16,60,16384,31.792968750,14,149,41664,30.098310471,14,176
149,33152,19.683397293,13,42,5056,27.430379868,17,55,9856,25.376623154,14,56,16384,31.402343750,15,146,41664,30.367128372,16,177
150,33152,19.758687973,12,49,5056,26.797468185,17,53,9856,25.422077179,15,62,16384,31.789062500,14,152,41664,30.371736526,15,181
151,33152,19.749034882,13,45,5056,27.392404556,18,47,9856,25.389610291,16,58,16384,31.558593750,15,151,41664,30.096775055,15,171
152,33152,19.916988373,13,40,5056,27.303796768,17,61,9856,25.422077179,15,62,16384,32.113281250,15,142,41664,30.305683136,14,179
153,33152,19.839767456,13,36,5056,27.253164291,17,61,9856,25.655843735,16,65,16384,32.289062500,15,145,41664,30.251920700,15,182
154,33152,19.772201538,14,35,5056,27.759492874,16,53,9856,25.168830872,15,59,16384,32.640625000,14,152,41664,30.208909988,14,167
155,33152,19.799228668,13,35,5056,27.303796768,17,65,9856,25.642856598,15,67,16384,32.414062500,15,150,41664,30.202764511,14,176
156,33152,19.795366287,13,37,5056,26.898735046,16,51,9856,25.707792282,15,68,16384,32.023437500,16,151,41664,30.254991531,15,176
157,33152,19.693050385,13,38,5056,26.962024689,17,57,9856,25.448051453,15,61,16384,32.355468750,15,145,41664,30.219661713,15,179
158,33152,19.870656967,12,39,5056,27.000000000,17,49,9856,25.707792282,16,62,16384,32.164062500,15,139,41664,30.288785934,14,174
159,33152,19.861003876,13,43,5056,27.050632477,17,56,9856,25.097402573,16,54,16384,32.308593750,12,152,41664,30.238094330,15,176
160,33152,19.866794586,13,39,5056,27.189872742,18,56,9856,25.129869461,16,62,16384,32.113281250,16,151,41664,30.290323257,13,177
161,33152,19.812742233,13,41,5056,27.468355179,17,57,9856,24.974025726,15,61,16384,32.015625000,15,152,41664,30.093702316,14,176
162,33152,20.013513565,13,42,5056,27.189872742,18,55,9856,25.058441162,17,62,16384,31.941406250,14,154,41664,30.044546127,14,177
163,33152,19.662162781,13,34,5056,26.898735046,15,64,9856,25.525974274,16,65,16384,32.039062500,14,148,41664,29.981567383,13,178
164,33152,19.718147278,14,40,5056,27.139240265,17,55,9856,25.402597427,16,63,16384,32.183593750,14,145,41664,30.072196960,15,178
165,33152,19.928571701,13,43,5056,27.113924026,15,53,9856,25.110389709,16,58,16384,31.863281250,16,153,41664,30.244239807,15,176
166,33152,19.886100769,14,36,5056,27.227848053,17,54,9856,25.285715103,14,57,16384,31.789062500,15,149,41664,30.236558914,15,169
167,33152,19.702703476,13,37,5056,27.164556503,15,58,9856,24.987012863,16,63,16384,31.781250000,15,146,41664,30.165899277,16,171
168,33152,19.758687973,13,37,5056,27.620252609,16,54,9856,25.500000000,16,57,16384,31.667968750,14,147,41664,30.190475464,16,168
169,33152,19.679536819,14,39,5056,27.088607788,15,49,9856,25.376623154,15,62,16384,31.859375000,14,149,41664,30.009216309,14,178
170,33152,19.710424423,13,36,5056,26.835443497,16,51,9856,25.201297760,15,58,16384,31.832031250,14,151,41664,30.299539566,15,170
171,33152,19.733591080,13,40,5056,26.506328583,18,54,9856,25.337661743,16,58,16384,31.484375000,12,147,41664,29.980030060,15,175
172,33152,19.828186035,13,43,5056,27.215188980,17,55,9856,25.538961411,15,62,16384,32.152343750,15,148,41664,30.274961472,14,178
173,33152,19.598455429,13,38,5056,27.316455841,17,55,9856,25.220779419,15,59,16384,31.937500000,14,150,41664,30.012289047,16,176
174,33152,19.808879852,13,41,5056,27.113924026,17,53,9856,25.155843735,14,61,16384,31.585937500,12,141,41664,30.124423981,15,179
175,33152,19.675676346,13,42,5056,26.848100662,16,51,9856,25.480520248,14,57,16384,31.562500000,14,148,41664,30.187404633,15,182
176,33152,19.837837219,14,46,5056,27.556962967,15,54,9856,25.071428299,17,57,16384,31.386718750,15,149,41664,30.251920700,16,170
177,33152,19.781852722,13,38,5056,26.911392212,17,53,9856,25.448051453,16,62,16384,31.769531250,16,155,41664,30.095237732,15,175
178,33152,19.916988373,13,41,5056,26.835443497,17,52,9856,25.240259171,16,64,16384,31.742187500,15,148,41664,30.281105042,16,175
179,33152,19.700771332,13,39,5056,27.417720795,17,57,9856,25.285715103,16,59,16384,31.406250000,16,144,41664,30.170507431,15,163
180,33152,19.882240295,14,38,5056,27.088607788,17,58,9856,25.363636017,15,53,16384,31.878906250,14,146,41664,30.207372665,15,179
181,33152,19.886100769,13,37,5056,27.772151947,15,52,9856,25.454545975,15,63,16384,32.527343750,15,145,41664,30.313364029,15,179
182,33152,19.851350784,14,43,5056,27.012659073,17,56,9856,25.253246307,15,55,16384,32.054687500,13,148,41664,30.294931412,15,164
183,33152,19.716217041,14,39,5056,27.493671417,16,60,9856,25.240259171,14,64,16384,32.312500000,15,148,41664,30.568355560,16,173
184,33152,19.951738358,14,38,5056,27.658227921,17,55,9856,25.396104813,15,60,16384,32.878906250,15,149,41664,32.764976501,16,171
185,33152,19.805019379,12,42,5056,28.253164291,17,55,9856,26.136363983,17,61,16384,33.781250000,17,152,41664,38.364055634,14,179
186,33152,19.847490311,13,40,5056,29.000000000,18,56,9856,26.188312531,15,62,16384,33.550781250,15,149,41664,39.566822052,16,178
187,33152,19.947875977,13,36,5056,28.544303894,16,54,9856,25.850648880,16,56,16384,33.562500000,16,153,41664,39.079875946,16,172
188,33152,19.866794586,13,39,5056,28.303796768,15,58,9856,26.162338257,15,64,16384,33.480468750,15,147,41664,38.612903595,16,179
189,33152,19.967182159,13,37,5056,28.607595444,17,56,9856,25.720779419,16,57,16384,33.210937500,16,154,41664,37.374809265,15,172
190,33152,19.797296524,13,36,5056,28.379747391,17,53,9856,26.123376846,16,66,16384,32.816406250,15,143,41664,36.824886322,17,170
191,33152,19.909265518,13,36,5056,28.468355179,17,55,9856,26.090909958,15,60,16384,32.710937500,16,140,41664,36.092166901,15,173
192,33152,19.967182159,13,38,5056,28.227848053,16,63,9856,25.571428299,14,63,16384,32.828125000,15,150,41664,35.533027649,15,174
193,33152,19.957529068,13,44,5056,28.012659073,17,57,9856,25.389610291,17,61,16384,32.222656250,16,142,41664,35.019969940,16,176
194,33152,19.832046509,13,37,5056,27.506328583,17,49,9856,25.597402573,16,56,16384,32.425781250,15,151,41664,34.525344849,15,171
195,33152,20.129343033,13,35,5056,28.101264954,17,52,9856,26.025974274,16,60,16384,32.171875000,15,154,41664,33.950843811,15,178
196,33152,19.945945740,13,34,5056,27.544303894,17,63,9856,25.759740829,16,60,16384,31.945312500,16,152,41664,33.284179688,15,178
197,33152,19.901544571,13,35,5056,27.873416901,17,56,9856,25.876623154,17,69,16384,32.230468750,16,141,41664,32.886329651,15,176
198,33152,19.785715103,13,46,5056,27.746835709,18,49,9856,25.337661743,15,63,16384,32.261718750,16,151,41664,32.715820312,14,177
199,33152,19.839767456,13,39,5056,27.544303894,17,57,9856,25.792207718,16,57,16384,31.933593750,13,146,41664,32.258064270,15,177
200,33152,19.793436050,13,38,5056,27.759492874,16,59,9856,25.500000000,17,58,16384,31.937500000,15,151,41664,31.784946442,15,170
201,33152,19.816602707,14,43,5056,27.430379868,17,59,9856,25.175325394,16,57,16384,31.945312500,15,150,41664,31.758832932,15,168
202,33152,19.862934113,13,37,5056,27.392404556,16,49,9856,25.681818008,15,59,16384,31.656250000,16,145,41664,31.648233414,14,172
203,33152,19.779922485,12,39,5056,27.670886993,16,62,9856,25.500000000,16,62,16384,31.675781250,14,151,41664,31.451612473,15,180
204,33152,19.868726730,14,36,5056,27.303796768,17,56,9856,25.727272034,16,57,16384,31.824218750,14,156,41664,31.149002075,15,165
205,33152,19.779922485,13,39,5056,26.974683762,17,50,9856,25.344156265,14,63,16384,31.515625000,14,151,41664,31.089094162,15,167
206,33152,19.847490311,13,36,5056,27.265823364,14,56,9856,25.376623154,15,62,16384,31.617187500,14,157,41664,31.202764511,15,169
207,33152,19.685327530,14,39,5056,26.670886993,16,55,9856,25.500000000,17,59,16384,31.414062500,16,148,41664,30.972351074,17,172
