 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3,Area4,Mean4,Min4,Max4
120,228,124.412277,35,387,293,123.576790,54,331,293,126.058022,36,373,428,136.710281,46,379
121,228,123.035088,30,366,293,123.194542,56,313,293,125.863480,31,408,428,137.549072,44,383
122,228,122.815788,38,364,293,124.484642,53,363,293,128.184296,35,386,428,137.630844,43,362
123,228,123.881577,36,368,293,123.617744,55,322,293,126.341293,37,402,428,137.299072,42,358
124,228,122.855263,34,354,293,124.508530,52,345,293,126.627983,35,386,428,138.974304,40,380
125,228,123.399124,35,368,293,124.351540,46,352,293,126.587029,38,387,428,138.742996,41,365
126,228,122.912277,35,365,293,124.539246,54,357,293,126.119453,34,376,428,139.016357,41,404
127,228,123.675438,36,365,293,123.959045,51,316,293,125.737198,33,399,428,137.689255,45,382
128,228,123.600876,31,384,293,122.969284,47,325,293,125.655289,33,392,428,137.250000,39,389
129,228,122.899124,33,357,293,123.665527,46,345,293,125.931740,39,405,428,139.070099,43,369
130,228,123.802635,35,363,293,123.795219,47,321,293,126.262802,33,408,428,137.042053,41,368
131,228,123.258774,35,368,293,124.348122,52,342,293,125.583618,36,378,428,137.275696,37,405
132,228,124.842102,32,363,293,123.812286,54,351,293,125.795219,34,389,428,139.004669,43,373
133,228,123.890350,35,385,293,124.040955,50,325,293,124.952217,35,407,428,137.892517,38,398
134,228,125.000000,35,381,293,125.184303,43,328,293,124.491470,33,422,428,137.518692,40,361
135,228,125.030701,33,378,293,122.870308,47,297,293,124.709900,33,404,428,138.014023,41,381
136,228,124.223686,29,349,293,124.300339,52,315,293,126.699661,35,415,428,138.747665,42,399
137,228,123.802635,33,390,293,123.303757,47,304,293,125.225258,30,413,428,137.656540,40,359
138,228,123.807014,35,362,293,124.600685,50,312,293,124.808876,39,405,428,136.843460,43,374
139,228,123.197365,35,380,293,124.853241,50,345,293,126.255974,35,403,428,138.539719,44,382
140,228,122.828949,33,352,293,125.245735,45,308,293,127.078499,34,422,428,137.820099,42,374
141,228,125.548248,32,378,293,124.781570,53,360,293,124.470993,33,391,428,137.004669,40,362
142,228,123.350876,32,384,293,124.071671,52,307,293,126.488052,34,383,428,136.992996,44,397
143,228,124.201752,33,359,293,123.525597,50,332,293,125.505119,37,390,428,138.172897,40,388
144,228,126.355263,35,398,293,125.143341,41,296,293,127.494881,37,361,428,138.574768,42,380
145,228,125.631577,35,401,293,124.044365,52,304,293,125.645050,33,414,428,138.621490,36,369
146,228,126.192986,38,420,293,124.406143,41,382,293,125.088737,37,394,428,137.460281,44,377
147,228,125.074562,32,463,293,123.750854,54,325,293,126.798637,35,467,428,138.427567,43,369
148,228,124.767548,34,418,293,123.389076,51,325,293,125.566551,34,390,428,138.310745,38,382
149,228,125.320175,35,399,293,123.829353,55,315,293,127.010239,35,393,428,137.719620,37,407
150,228,125.627190,34,406,293,123.791809,51,319,293,124.863480,37,427,428,137.362152,46,382
151,228,122.223686,33,370,293,124.273041,41,353,293,123.959045,34,385,428,138.581772,39,400
152,228,123.552635,34,392,293,122.979523,53,296,293,126.576790,35,425,428,137.539719,41,382
153,228,123.684212,37,366,293,123.890785,53,308,293,126.126282,33,432,428,138.992996,43,392
154,228,123.864037,38,362,293,122.252563,54,324,293,126.259384,34,398,428,137.088791,41,369
155,228,122.100876,32,343,293,123.750854,52,342,293,125.392494,34,421,428,138.717285,44,432
156,228,122.916664,36,349,293,123.143341,46,332,293,124.491470,33,410,428,138.184586,43,400
157,228,123.416664,35,323,293,124.310577,52,317,293,124.457336,35,398,428,138.025696,42,406
158,228,123.271927,35,351,293,124.194542,56,320,293,124.720139,38,390,428,138.133179,39,402
159,228,123.364037,35,356,293,124.631401,49,318,293,125.215019,35,390,428,138.500000,43,416
160,228,121.728073,33,403,293,122.610924,50,308,293,124.375427,37,368,428,137.418228,40,396
161,228,122.732452,35,366,293,123.747437,45,310,293,125.935150,37,426,428,137.464951,41,424
162,228,122.780701,34,362,293,123.924911,51,339,293,124.662117,36,427,428,138.245331,39,382
163,228,121.868423,37,373,293,124.853241,51,331,293,124.402733,38,373,428,138.892517,40,400
164,228,121.328949,36,377,293,124.153587,52,301,293,125.433449,35,405,428,138.037384,40,413
165,228,122.754387,33,349,293,124.218430,48,300,293,125.668945,35,374,428,138.306076,44,393
166,228,121.837723,35,381,293,125.819115,54,324,293,125.860069,38,402,428,138.981308,38,415
167,228,122.956139,33,395,293,125.849831,50,319,293,125.194542,35,401,428,137.651871,44,390
168,228,124.828949,34,385,293,123.051193,52,305,293,126.092148,37,415,428,138.091125,41,356
169,228,124.333336,36,370,293,124.436859,47,345,293,125.955635,35,451,428,138.567764,45,387
170,228,123.947365,34,336,293,123.924911,50,303,293,124.788399,35,373,428,137.488312,46,415
171,228,123.478073,38,341,293,124.730377,54,298,293,124.788399,35,423,428,138.235977,33,374
172,228,123.697365,37,383,293,124.126282,52,334,293,126.682594,35,430,428,138.373825,40,388
173,228,124.789474,35,381,293,123.979523,54,353,293,124.378838,35,417,428,138.310745,42,394
174,228,124.008774,35,414,293,124.156998,57,318,293,124.453926,36,358,428,138.130844,43,410
175,228,125.267548,33,399,293,123.105804,57,335,293,125.935150,37,371,428,138.497665,39,400
176,228,122.995613,38,382,293,123.948807,56,337,293,125.071671,34,430,428,138.233643,39,396
177,228,125.074562,33,399,293,124.382256,48,305,293,125.218430,31,404,428,136.927567,46,437
178,228,124.074562,34,388,293,124.266212,44,319,293,125.989761,34,424,428,137.109818,40,419
179,228,122.486839,37,378,293,123.535835,45,353,293,124.976112,34,409,428,137.974304,42,412
180,228,123.578949,38,415,293,122.539246,48,289,293,126.266212,33,380,428,138.831772,36,427
181,228,123.008774,34,356,293,124.191124,50,304,293,124.088737,36,414,428,138.988312,41,409
182,228,124.385963,32,406,293,124.122864,42,331,293,126.552902,38,403,428,137.925232,45,403
183,228,123.785088,34,402,293,123.211601,50,321,293,124.191124,37,435,428,137.983643,38,402
184,228,124.609650,34,396,293,124.150169,49,322,293,125.460754,34,368,428,137.698593,43,380
185,228,124.337723,38,387,293,123.409554,53,319,293,126.180885,36,365,428,137.439255,39,387
186,228,124.820175,36,365,293,124.382256,44,338,293,125.136520,37,414,428,137.787384,41,378
187,228,122.723686,35,404,293,124.290100,48,299,293,124.764503,37,387,428,137.976639,42,411
188,228,124.855263,35,388,293,123.460754,49,312,293,126.105804,33,401,428,137.906540,40,392
189,228,123.850876,32,384,293,123.924911,46,308,293,125.569969,37,376,428,137.163559,44,404
190,228,121.644737,33,345,293,123.139931,46,350,293,125.730377,33,401,428,137.338791,39,383
191,228,125.710526,35,370,293,130.307175,53,357,293,128.109222,36,384,428,143.149536,42,382
192,228,125.592102,30,396,293,134.955627,55,361,293,126.054611,34,373,428,145.607483,45,366
193,228,125.232452,33,387,293,133.532425,52,326,293,127.098976,36,396,428,144.827103,35,366
194,228,123.846489,32,365,293,133.460754,55,354,293,126.883957,34,392,428,144.242996,42,393
195,228,125.307014,38,403,293,132.802048,54,331,293,125.887375,33,389,428,141.500000,38,400
196,228,125.508774,36,408,293,130.116043,59,319,293,126.058022,36,391,428,140.834106,40,389
197,228,124.978073,35,407,293,129.085327,52,324,293,127.020477,38,431,428,140.595795,40,402
198,228,126.684212,39,394,293,127.959045,51,300,293,126.143341,34,382,428,141.464951,44,370
199,228,125.065788,36,392,293,128.931747,50,372,293,126.597267,35,394,428,138.742996,43,381
200,228,125.864037,39,371,293,126.914673,49,319,293,126.221840,35,412,428,138.310745,45,374
201,228,124.881577,36,364,293,126.167236,52,305,293,124.996590,30,420,428,138.801407,37,405
202,228,125.570175,37,362,293,124.931740,39,309,293,125.668945,32,405,428,138.796722,41,379
203,228,123.478073,32,368,293,123.972694,47,321,293,124.682594,37,401,428,138.371490,42,385
204,228,125.991226,31,377,293,124.614334,55,309,293,125.293518,35,412,428,137.733643,42,398
205,228,124.921051,34,389,293,123.914673,36,315,293,126.641640,36,385,428,138.920563,38,403
206,228,124.184212,34,378,293,124.460754,47,293,293,125.511948,33,411,428,137.371490,40,414
207,228,124.105263,35,375,293,125.651878,50,339,293,124.372017,33,393,428,137.738312,42,429
208,228,125.881577,35,386,293,123.597267,48,327,293,125.941978,34,387,428,138.357483,40,400
209,228,124.614037,34,402,293,124.300339,52,297,293,127.191124,36,397,428,137.383179,40,374
210,228,125.885963,35,394,293,123.873718,48,318,293,126.979523,38,390,428,137.932236,40,409
211,228,126.232452,32,388,293,125.372017,52,305,293,124.959045,34,403,428,138.378510,46,401
212,228,124.833336,35,398,293,122.781570,44,341,293,125.290100,33,426,428,138.556076,46,418
213,228,124.741226,34,376,293,123.051193,52,333,293,125.856659,31,369,428,137.387848,40,381
214,228,124.100876,33,355,293,124.211601,46,288,293,125.621162,36,397,428,138.294388,40,392
215,228,125.236839,36,364,293,124.037544,57,339,293,126.368599,35,415,428,138.009338,40,368
216,228,123.666664,35,374,293,124.276451,52,326,293,125.771332,36,403,428,137.841125,39,398
217,228,123.114037,32,370,293,123.621162,53,315,293,124.928329,36,408,428,136.752335,35,407
218,228,123.771927,37,378,293,123.235497,51,299,293,125.706482,37,409,428,138.023361,41,397
219,228,124.293861,35,350,293,124.174065,53,301,293,126.095566,32,423,428,138.273361,42,422
220,228,124.162277,35,362,293,122.897614,45,290,293,125.546074,31,400,428,139.165894,37,397
221,228,122.916664,36,352,293,122.648460,44,338,293,125.300339,36,417,428,139.028030,41,426
222,228,125.535088,35,353,293,123.802048,51,326,293,126.119453,36,412,428,137.133179,34,438
223,228,125.087723,33,382,293,124.334473,50,305,293,125.624573,33,396,428,138.544388,39,408
224,228,124.697365,34,387,293,122.976112,54,343,293,124.409554,36,355,428,138.464951,39,407
225,228,124.188599,36,400,293,123.576790,48,322,293,126.242317,36,422,428,138.112152,40,428
226,228,124.100876,32,377,293,122.819115,47,282,293,127.105804,31,394,428,138.072433,43,412
227,228,124.241226,31,422,293,123.662117,47,352,293,125.931740,36,404,428,138.364487,44,423
228,228,124.210526,35,373,293,123.098976,46,298,293,124.310577,31,415,428,138.535049,42,416
229,228,125.144737,34,384,293,123.566551,45,332,293,125.235497,35,396,428,138.558411,40,420
230,228,124.157898,32,398,293,123.580208,49,300,293,124.986351,31,405,428,138.123825,46,407
231,228,124.951752,33,382,293,123.290100,52,328,293,126.051193,32,405,428,138.084106,34,412
232,228,124.350876,32,394,293,124.525597,43,338,293,125.924911,33,411,428,138.133179,40,401
233,228,126.232452,36,404,293,125.153587,54,287,293,124.924911,34,432,428,137.841125,37,408
234,228,125.206139,36,420,293,124.819115,49,335,293,124.781570,37,392,428,136.911209,43,411
235,228,126.000000,34,371,293,123.894196,50,304,293,125.941978,36,395,428,137.672897,40,399
236,228,124.565788,33,390,293,124.713310,51,317,293,124.880547,32,414,428,138.245331,41,398
237,228,124.153511,35,363,293,123.105804,50,325,293,126.020477,33,386,428,137.259338,35,376
238,228,124.578949,34,374,293,123.174065,47,329,293,124.259384,29,409,428,136.719620,44,417
239,228,123.912277,34,362,293,124.320816,46,307,293,126.481232,36,387,428,137.053741,36,366
240,228,124.631577,35,386,293,122.177475,51,330,293,124.662117,31,383,428,136.432236,41,400
241,228,123.280701,31,359,293,122.621162,44,332,293,126.597267,34,407,428,138.654205,40,385
242,228,124.162277,33,362,293,124.515358,44,301,293,126.303757,34,396,428,137.252335,40,395
243,228,124.403511,32,355,293,122.761093,46,292,293,124.795219,36,406,428,137.352798,47,384
244,228,124.214912,35,408,293,122.757683,50,321,293,125.064850,31,394,428,137.787384,44,398
245,228,125.903511,34,378,293,124.276451,49,295,293,125.286690,29,394,428,137.754669,43,373
246,228,126.535088,34,392,293,123.996590,49,288,293,125.406143,34,412,428,136.950928,44,392
247,228,126.293861,35,413,293,124.488052,56,354,293,124.327644,32,382,428,136.570099,43,401
248,228,125.570175,32,375,293,123.037544,54,314,293,125.839592,31,379,428,137.137848,40,408
249,228,125.701752,34,402,293,123.808876,52,311,293,125.771332,36,380,428,136.542053,40,396
250,228,125.092102,34,376,293,123.201363,55,319,293,125.351540,35,390,428,137.908875,42,369
251,228,125.464912,33,376,293,123.453926,45,284,293,124.972694,33,395,428,137.289719,39,379
252,228,125.807014,34,369,293,122.351540,46,296,293,124.279861,35,406,428,137.913559,46,359
253,228,126.100876,37,346,293,122.965874,49,313,293,125.075089,32,400,428,138.329437,44,392
254,228,125.692986,34,379,293,123.184303,51,319,293,124.914673,34,446,428,136.539719,43,396
255,228,125.021927,35,365,293,123.870308,51,355,293,124.563141,35,395,428,136.425232,41,438
256,228,124.855263,34,371,293,123.969284,51,323,293,124.293518,33,369,428,137.334106,40,394
257,228,125.504387,33,394,293,123.324234,44,320,293,124.805458,35,390,428,138.264023,32,439
258,228,124.456139,36,375,293,123.870308,44,303,293,125.215019,35,406,428,136.574768,46,421
259,228,125.530701,35,367,293,124.293518,52,306,293,125.467575,32,370,428,138.647202,44,354
260,228,125.982452,36,356,293,123.945389,52,298,293,125.610924,35,427,428,137.528030,39,378
261,228,125.614037,32,345,293,124.071671,47,334,293,125.153587,32,401,428,136.876175,37,400
262,228,124.978073,32,370,293,122.832764,45,294,293,124.484642,35,418,428,137.551407,41,376
263,228,123.688599,36,362,293,124.733788,54,344,293,124.815697,32,392,428,136.705612,45,391
264,228,123.539474,33,331,293,123.044365,53,308,293,126.058022,37,443,428,137.640182,41,401
265,228,124.210526,32,333,293,123.047783,52,322,293,125.368599,35,408,428,137.595795,46,415
266,228,126.570175,37,346,293,124.163826,54,295,293,125.907852,33,384,428,137.553741,43,432
267,228,126.412277,36,368,293,124.375427,47,304,293,125.126282,35,394,428,136.301407,41,398
268,228,125.662277,33,373,293,124.085327,50,305,293,125.385666,33,389,428,137.651871,40,406
269,228,126.526314,35,361,293,123.143341,49,313,293,125.051193,35,371,428,136.764023,38,407
270,228,125.942986,36,365,293,123.017067,51,311,293,125.498291,31,404,428,137.616821,31,409
271,228,123.947365,35,364,293,121.843002,50,287,293,124.774742,33,384,428,135.892517,42,396
272,228,123.263161,38,382,293,120.979523,45,312,293,124.580208,36,402,428,135.621490,44,368
273,228,123.934212,33,371,293,119.197952,50,295,293,122.962456,31,374,428,134.848129,31,392
274,228,122.978073,35,368,293,119.488052,53,306,293,123.361778,36,381,428,134.252335,38,392
275,228,123.885963,29,338,293,121.962456,51,324,293,122.211601,30,393,428,132.869156,42,396
276,228,124.368423,29,368,293,123.392494,52,299,293,123.593857,32,396,428,134.455612,39,406
277,228,126.736839,35,349,293,123.450516,53,313,293,122.798637,34,373,428,135.822433,41,377
278,228,125.666664,34,359,293,124.372017,46,278,293,125.744026,32,382,428,135.609818,40,365
279,228,126.942986,32,371,293,124.808876,50,303,293,126.023888,37,397,428,138.394867,41,411
280,228,126.096489,36,345,293,122.337883,51,291,293,125.631401,34,379,428,136.525696,39,409
281,228,126.473686,31,392,293,123.754265,48,292,293,126.003410,35,429,428,136.457947,44,395
282,228,127.052635,37,392,293,123.982933,46,325,293,126.962456,33,424,428,136.504669,41,409
283,228,124.092102,36,376,293,123.477814,48,294,293,126.668945,33,405,428,137.656540,41,370
284,228,125.587723,34,389,293,122.593857,51,326,293,126.051193,36,431,428,137.123825,38,385
285,228,127.513161,35,420,293,124.610924,55,323,293,125.109215,35,381,428,135.032715,46,396
286,228,127.043861,35,423,293,124.539246,54,292,293,126.959045,38,415,428,137.735977,41,375
287,228,126.973686,36,428,293,123.604095,47,340,293,125.849831,35,438,428,136.738312,41,402
288,228,127.035088,32,406,293,123.880547,52,314,293,125.863480,30,412,428,137.521027,42,403
289,228,127.789474,36,385,293,123.573380,55,293,293,125.433449,35,410,428,136.392517,37,369
290,228,126.789474,36,411,293,123.645050,51,295,293,126.423210,38,417,428,136.836441,42,381
291,228,127.907898,36,404,293,123.645050,47,314,293,125.286690,31,409,428,137.691589,46,375
292,228,128.285095,35,441,293,123.136520,49,330,293,126.122864,34,390,428,136.794388,41,369
293,228,128.837723,32,435,293,124.262802,52,335,293,125.068260,33,393,428,136.572433,40,406
294,228,126.982452,34,462,293,122.621162,54,308,293,126.470993,33,412,428,136.598129,37,369
295,228,125.872810,34,461,293,123.290100,54,303,293,125.481232,36,412,428,136.600464,47,425
296,228,127.789474,34,466,293,125.433449,48,341,293,125.928329,35,403,428,137.226639,41,394
297,228,127.464912,37,416,293,124.494881,50,325,293,126.320816,37,393,428,137.628510,45,421
298,228,128.390350,33,410,293,123.883957,53,303,293,124.836174,33,442,428,137.042053,43,394
299,228,129.460526,33,430,293,123.375427,50,307,293,125.962456,34,392,428,137.712616,40,406
