 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3,Area4,Mean4,Min4,Max4
211,1370,65.069,-25,387,32688,76.104,-76,602,9856,74.563,-46,545,9856,0.74563,-46,545
212,1370,67.28,-49,338,32688,75.359,-86,595,9856,72.995,-47,488,9856,0.72995,-47,488
213,1370,63.077,-29,330,32688,73.339,-100,682,9856,71.823,-42,463,9856,0.71823,-42,463
214,1370,62.584,-31,485,32688,70.836,-58,737,9856,72.414,-57,445,9856,0.72414,-57,445
215,1370,64.083,-47,385,32688,68.703,-59,552,9856,71.891,-41,481,9856,0.71891,-41,481
216,1370,60.782,-21,391,32688,67.607,-89,562,9856,71.468,-52,541,9856,0.71468,-52,541
217,1370,57.962,-39,365,32688,65.234,-69,517,9856,70.922,-73,585,9856,0.70922,-73,585
218,1370,58.779,-32,323,32688,64.277,-51,593,9856,70.079,-48,612,9856,0.70079,-48,612
219,1370,60.256,-33,337,32688,62.866,-62,530,9856,70.547,-46,471,9856,0.70547,-46,471
220,1370,57.747,-48,318,32688,62.272,-49,630,9856,69.66,-46,491,9856,0.6966,-46,491
221,1370,58.308,-35,398,32688,61.85,-71,684,9856,67.896,-46,562,9856,0.67896,-46,562
222,1370,54.894,-49,297,32688,60.349,-62,561,9856,68.336,-56,456,9856,0.68336,-56,456
223,1370,54.377,-36,352,32688,60.339,-66,702,9856,69.338,-52,432,9856,0.69338,-52,432
224,1370,56.493,-30,379,32688,59.5,-51,443,9856,68.635,-89,438,9856,0.68635,-89,438
225,1370,55.655,-21,384,32688,59.185,-58,525,9856,68.24,-46,456,9856,0.6824,-46,456
226,1370,54.418,-35,348,32688,58.696,-63,542,9856,68.317,-50,424,9856,0.68317,-50,424
227,1370,53.582,-34,305,32688,59.003,-63,471,9856,68.078,-57,522,9856,0.68078,-57,522
228,1370,55.096,-40,299,32688,58.926,-66,528,9856,68.733,-53,506,9856,0.68733,-53,506
229,1370,56.403,-44,354,32688,58.421,-57,551,9856,68.697,-48,431,9856,0.68697,-48,431
230,1370,54.625,-22,320,32688,58.283,-40,431,9856,68.811,-39,409,9856,0.68811,-39,409
231,1370,54.076,-27,367,32688,58.706,-44,470,9856,68.156,-49,448,9856,0.68156,-49,448
232,1370,55.655,-45,326,32688,58.157,-50,536,9856,68.071,-47,439,9856,0.68071,-47,439
233,1370,54.366,-22,383,32688,58.393,-45,479,9856,68.696,-49,504,9856,0.68696,-49,504
234,1370,53.068,-22,273,32688,58,-66,475,9856,68.423,-41,458,9856,0.68423,-41,458
235,1370,53.057,-17,277,32688,57.742,-44,415,9856,68.113,-53,417,9856,0.68113,-53,417
236,1370,54.439,-22,376,32688,58.204,-59,427,9856,68.028,-36,442,9856,0.68028,-36,442
237,1370,53.498,-28,364,32688,57.823,-61,523,9856,68.594,-54,431,9856,0.68594,-54,431
238,1370,54.285,-31,353,32688,57.942,-63,497,9856,69.062,-53,427,9856,0.69062,-53,427
239,1370,54.788,-33,292,32688,57.606,-53,493,9856,68.676,-52,385,9856,0.68676,-52,385
240,1370,57.514,-70,324,32688,57.522,-51,476,9856,67.706,-43,409,9856,0.67706,-43,409
241,1370,54.544,-16,303,32688,58.04,-41,630,9856,68.699,-39,574,9856,0.68699,-39,574
242,1370,54.366,-34,332,32688,57.596,-60,444,9856,68.947,-42,465,9856,0.68947,-42,465
243,1370,53.903,-37,297,32688,57.789,-53,546,9856,68.356,-81,474,9856,0.68356,-81,474
244,1370,53.974,-29,379,32688,57.356,-54,450,9856,68.097,-75,484,9856,0.68097,-75,484
245,1370,53.264,-18,264,32688,57.951,-48,498,9856,69.55,-67,498,9856,0.6955,-67,498
246,1370,55.084,-11,308,32688,57.848,-68,400,9856,68.68,-51,526,9856,0.6868,-51,526
247,1370,49.916,-15,272,32688,57.554,-60,498,9856,68.663,-39,468,9856,0.68663,-39,468
248,1370,52.901,-13,313,32688,57.981,-55,489,9856,68.971,-59,369,9856,0.68971,-59,369
249,1370,55.682,-55,363,32688,57.6,-44,556,9856,69.317,-66,402,9856,0.69317,-66,402
250,1370,53.88,-20,276,32688,57.669,-57,476,9856,68.637,-39,411,9856,0.68637,-39,411
251,1370,51.501,-36,278,32688,57.439,-41,432,9856,68.05,-51,375,9856,0.6805,-51,375
252,1370,54.629,-23,322,32688,57.021,-57,518,9856,68.283,-53,442,9856,0.68283,-53,442
253,1370,53.706,-36,369,32688,57.259,-47,584,9856,67.239,-47,477,9856,0.67239,-47,477
254,1370,52.947,-25,305,32688,57.356,-59,438,9856,68.556,-55,500,9856,0.68556,-55,500
255,1370,52.912,-16,260,32688,57.648,-55,483,9856,68.331,-59,433,9856,0.68331,-59,433
256,1370,53.082,-51,295,32688,57.485,-43,444,9856,67.51,-63,483,9856,0.6751,-63,483
257,1370,55.852,-48,348,32688,58.125,-65,419,9856,69.449,-38,510,9856,0.69449,-38,510
258,1370,52.422,-24,286,32688,57.593,-52,523,9856,69.619,-52,431,9856,0.69619,-52,431
259,1370,52.985,-15,293,32688,57.686,-47,590,9856,67.4,-40,518,9856,0.674,-40,518
260,1370,55.062,-26,408,32688,57.771,-41,544,9856,69.149,-39,399,9856,0.69149,-39,399
261,1370,53.08,-23,298,32688,57.272,-37,477,9856,69.581,-37,471,9856,0.69581,-37,471
262,1370,54.366,-11,281,32688,57.138,-60,522,9856,68.588,-41,483,9856,0.68588,-41,483
263,1370,52.426,-26,282,32688,57.984,-69,427,9856,68.288,-42,453,9856,0.68288,-42,453
264,1370,53.59,-43,262,32688,58.369,-45,430,9856,68.204,-71,499,9856,0.68204,-71,499
265,1370,53.586,-35,389,32688,58.111,-54,506,9856,68.601,-64,447,9856,0.68601,-64,447
266,1370,56.02,-22,391,32688,57.342,-58,449,9856,68.985,-61,408,9856,0.68985,-61,408
267,1370,54.252,-25,369,32688,57.508,-50,522,9856,68.216,-39,442,9856,0.68216,-39,442
