2.28815,1.17008
2.37034,1.15933
2.45253,1.14209
2.53472,1.12314
2.61692,1.10383
2.69911,1.08394
2.7813,1.06405
2.86349,1.04455
2.94568,1.02516
3.02788,1.00424
3.11007,0.9806
3.19226,0.95696
3.27445,0.93319
3.35665,0.90938
3.43884,8.87E-01
3.52103,0.86731
3.60322,0.84766
3.68542,0.82781
3.76761,0.80789
3.8498,0.78659
3.93199,0.76231
4.01418,0.73803
4.09638,0.71533
4.17857,0.69325
4.26076,0.67209
4.34295,0.6531
4.42515,0.63411
4.50734,0.61852
4.58953,6.04E-01
4.67172,0.59086
4.75392,0.57887
4.83611,0.56688
4.9183,0.55382
5.00049,0.54025
5.08268,0.52603
5.16488,0.5099
5.24707,0.49377
5.32926,0.4785
5.41145,0.46367
5.49365,0.44885
5.57584,0.43402
5.65803,0.4192
5.74022,0.4066
5.82242,0.39524
5.90461,0.38439
5.9868,0.37531
6.06899,0.36624
6.15118,0.3565
6.23338,0.34635
6.31557,0.3361
6.39776,0.32544
6.47995,0.31478
6.56215,0.30295
6.64434,0.29037
6.72653,0.27779
6.80872,0.26523
6.89092,0.25268
6.97311,0.24244
7.0553,0.23384
7.13749,0.22546
7.21968,0.21819
7.30188,0.21092
7.38407,0.20355
7.46626,0.1961
7.54845,0.18914
7.63065,0.18535
7.71284,0.18156
7.79503,0.17884
7.87722,0.17701
7.95942,0.17465
8.04161,0.16838
8.1238,0.1621
8.20599,0.15522
8.28818,0.14779
8.37038,0.14067
8.45257,0.13653
8.53476,0.1324
8.61695,0.12915
8.69915,0.12677
8.78134,0.1246
8.86353,0.12504
8.94572,0.12548
9.02792,0.12468
9.11011,0.1226
9.1923,0.12018
9.27449,0.11206
9.35668,0.10394
9.43888,0.09695
9.52107,0.09123
9.60326,0.08564
9.68545,0.08367
9.76765,0.0817
9.84984,0.08069
9.93203,0.08083
10.01422,0.081
10.09642,0.08257
10.17861,0.08414
10.2608,0.08422
10.34299,0.08234
10.42518,0.08045
10.50738,0.07649
10.58957,0.07252
10.67176,0.07024
10.75395,0.07036
10.83615,0.07048
10.91834,0.07189
11.00053,0.07333
11.08272,0.0732
11.16492,0.07067
11.24711,0.06814
11.3293,0.06723
11.41149,0.06639
11.49368,0.06605
11.57588,0.06655
11.65807,0.06705
11.74026,0.0654
11.82245,0.0636
11.90465,0.06138
11.98684,0.05842
12.06903,0.05545
12.15122,0.051
12.23342,0.04641
12.31561,0.04211
12.3978,0.03834
12.47999,0.03458
12.56218,0.03323
12.64438,0.03217
12.72657,0.03251
12.80876,0.03585
12.89095,0.03918
12.97315,0.04474
13.05534,0.05062
13.13753,0.05428
13.21972,0.0528
13.30192,0.05132
13.38411,0.04647
13.4663,0.04105
13.54849,0.03703
13.63068,0.03654
13.71288,0.03606
13.79507,0.03669
13.87726,0.03755
13.95945,0.03892
14.04165,0.04174
14.12384,0.04457
14.20603,0.04792
14.28822,0.0514
14.37041,0.0545
14.45261,0.05643
14.5348,0.05836
14.61699,0.06
14.69918,0.06156
14.78138,0.06223
14.86357,0.0598
14.94576,0.05737
15.02795,0.05526
15.11015,0.05323
15.19234,0.05161
15.27453,0.05149
15.35672,0.05137
15.43891,0.05079
15.52111,0.05005
15.6033,0.04929
15.68549,0.0484
15.76768,0.04751
15.84988,0.0451
15.93207,0.04215
16.01426,0.03925
16.09645,0.03656
16.17865,0.03387
16.26084,0.03291
16.34303,0.03265
16.42522,0.03256
16.50741,0.03351
16.58961,0.03445
16.6718,0.03426
16.75399,0.03359
16.83618,0.03295
16.91838,0.03261
17.00057,0.03226
17.08276,0.03232
17.16495,0.03257
17.24715,0.03259
17.32934,0.0309
17.41153,0.0292
17.49372,0.02767
17.57591,0.02623
17.65811,0.02503
17.7403,0.0262
17.82249,0.02736
17.90468,0.02993
17.98688,0.0333
18.06907,0.03657
18.15126,0.03856
18.23345,0.04054
18.31565,0.03934
18.39784,0.03615
18.48003,0.03284
18.56222,0.0275
18.64441,0.02215
18.72661,0.01862
18.8088,0.01631
18.89099,0.01417
18.97318,0.01639
19.05538,0.0186
19.13757,0.0225
19.21976,0.02764
19.30195,0.0327
19.38415,0.03286
19.46634,0.03303
19.54853,0.03319
19.63072,0.03335
19.71291,0.03352
